hour,day_of_week,month,rush_intensity,time_of_day,season,day_type,traffic_volume,avg_speed,travel_time,vol_speed_ratio,temp_celsius,rain_1h,snow_1h,clouds_all,weather_encoded,bad_weather,congestion_level
6,0,10,0,0,3,2,5684,34.6,50.7,159.663,-5.88,0.0,0.0,1,0,0,2
7,0,10,2,0,3,2,6474,25.4,51.0,245.227,-5.69,0.0,0.0,1,0,0,2
8,0,10,2,0,3,2,5710,38.3,49.6,145.293,-5.54,0.0,0.0,1,0,0,2
9,0,10,2,0,3,2,4795,49.9,45.4,94.204,-4.82,0.0,0.0,1,0,0,2
10,0,10,1,0,3,2,4203,46.6,42.3,88.298,-3.44,0.0,0.0,1,0,0,1
11,0,10,1,0,3,2,4464,42.9,40.4,101.686,-2.0,0.0,0.0,1,0,0,1
12,0,10,0,1,3,2,4664,46.7,47.4,97.778,0.24,0.0,0.0,75,1,0,2
13,0,10,0,1,3,2,4622,44.8,40.7,100.917,2.12,0.0,0.0,40,1,0,2
14,0,10,1,1,3,2,4989,43.5,46.3,112.112,3.87,0.0,0.0,40,1,0,2
15,0,10,1,1,3,2,5670,34.5,46.6,159.718,5.43,0.0,0.0,40,1,0,2
16,0,10,2,1,3,2,6566,23.8,53.6,264.758,6.46,0.0,0.0,1,0,0,2
17,0,10,2,2,3,2,6124,28.2,50.2,209.726,6.4,0.0,0.0,1,0,0,2
18,0,10,2,2,3,2,4694,44.4,40.9,103.392,5.63,0.0,0.0,40,1,0,2
19,0,10,0,2,3,2,3186,57.5,31.0,54.462,4.81,0.0,0.0,75,1,0,1
20,0,10,0,2,3,2,2646,67.2,35.0,38.798,4.44,0.0,0.0,1,0,0,1
21,0,10,0,3,3,2,2487,61.2,31.3,39.984,4.93,0.0,0.0,75,1,0,0
22,0,10,0,3,3,2,2242,71.2,31.5,31.053,5.25,0.0,0.0,1,0,0,0
23,0,10,0,3,3,2,1069,73.7,28.9,14.311,5.57,0.0,0.0,1,0,0,0
0,3,11,0,3,3,2,1197,78.5,27.2,15.057,5.21,0.0,0.0,1,0,0,0
1,3,11,0,3,3,2,788,81.1,18.1,9.598,4.74,0.0,0.0,1,0,0,0
2,3,11,0,3,3,2,538,80.1,20.2,6.634,4.54,0.0,0.0,40,1,0,0
3,3,11,0,3,3,2,334,80.5,18.0,4.098,4.2,0.0,0.0,1,0,0,0
4,3,11,0,3,3,2,265,84.1,19.7,3.114,3.54,0.0,0.0,1,0,0,0
5,3,11,0,0,3,2,460,85.5,21.8,5.318,3.07,0.0,0.0,1,0,0,0
6,3,11,0,0,3,2,875,79.4,29.5,10.883,2.54,0.0,0.0,1,0,0,0
7,3,11,2,0,3,2,1249,74.4,28.3,16.565,2.07,0.0,0.0,90,1,0,0
8,3,11,2,0,3,2,2098,73.1,31.2,28.313,1.61,0.0,0.0,90,1,0,0
9,3,11,2,0,3,2,3155,54.8,36.7,56.541,1.6,0.0,0.0,75,1,0,1
10,3,11,1,0,3,2,4247,49.6,42.2,83.933,2.27,0.0,0.0,1,0,0,1
11,3,11,1,0,3,2,4645,40.9,39.7,110.859,2.58,0.0,0.0,1,0,0,2
12,3,11,0,1,3,2,5020,36.4,42.3,134.225,3.6,0.0,0.0,1,0,0,2
13,3,11,0,1,3,2,4928,38.9,45.6,123.509,4.21,0.0,0.0,1,0,0,2
14,3,11,1,1,3,2,4986,42.0,44.9,115.953,5.2,0.0,0.0,1,0,0,2
15,3,11,1,1,3,2,4815,37.7,44.7,124.419,5.73,0.0,0.0,1,0,0,2
16,3,11,2,1,3,2,4760,43.3,47.0,107.449,5.36,0.0,0.0,40,1,0,2
17,3,11,2,2,3,2,4984,37.3,43.5,130.131,4.86,0.0,0.0,40,1,0,2
18,3,11,2,2,3,2,4739,40.3,43.0,114.746,4.01,0.0,0.0,90,1,0,2
19,3,11,0,2,3,2,3605,55.2,38.5,64.146,3.25,0.0,0.0,90,1,0,1
20,3,11,0,2,3,2,2862,67.9,30.9,41.538,2.8,0.0,0.0,90,1,0,1
21,3,11,0,3,3,2,2835,58.9,31.2,47.329,2.67,0.0,0.0,90,2,1,1
21,3,11,0,3,3,2,2835,63.8,36.9,43.75,2.67,0.0,0.0,90,2,1,1
22,3,11,0,3,3,2,2489,64.2,31.9,38.175,2.6,0.0,0.0,90,2,1,0
22,3,11,0,3,3,2,2489,63.7,31.5,38.47,2.6,0.0,0.0,90,2,1,0
23,3,11,0,3,3,2,1822,75.0,29.6,23.974,2.69,0.0,0.0,1,2,1,0
23,3,11,0,3,3,2,1822,69.2,25.8,25.954,2.69,0.0,0.0,1,2,1,0
23,3,11,0,3,3,2,1822,68.3,28.5,26.291,2.69,0.0,0.0,1,4,1,0
0,5,12,0,3,0,2,1196,79.4,24.8,14.876,2.73,0.0,0.0,40,2,1,0
0,5,12,0,3,0,2,1196,82.8,26.7,14.272,2.73,0.0,0.0,40,4,1,0
0,5,12,0,3,0,2,1196,80.3,21.8,14.711,2.73,0.0,0.0,40,2,1,0
1,5,12,0,3,0,2,829,77.5,22.5,10.561,2.73,0.0,0.0,40,2,1,0
1,5,12,0,3,0,2,829,79.9,23.2,10.247,2.73,0.0,0.0,40,4,1,0
1,5,12,0,3,0,2,829,84.6,23.2,9.685,2.73,0.0,0.0,40,2,1,0
2,5,12,0,3,0,2,538,89.4,24.8,5.951,3.0,0.0,0.0,1,2,1,0
2,5,12,0,3,0,2,538,85.3,21.1,6.234,3.0,0.0,0.0,1,4,1,0
3,5,12,0,3,0,2,334,84.9,27.8,3.888,2.57,0.0,0.0,1,2,1,0
4,5,12,0,3,0,2,265,92.3,22.8,2.84,2.4,0.0,0.0,90,1,0,0
5,5,12,0,0,0,2,429,85.5,21.2,4.96,1.6,0.0,0.0,40,1,0,0
6,5,12,0,0,0,2,774,80.4,25.1,9.509,0.07,0.0,0.0,1,0,0,0
7,5,12,2,0,0,2,1084,76.8,26.9,13.933,-1.2,0.0,0.0,1,0,0,0
8,5,12,2,0,0,2,1789,68.5,28.3,25.741,-1.8,0.0,0.0,1,0,0,0
9,5,12,2,0,0,2,2666,71.8,35.6,36.621,-1.79,0.0,0.0,5,0,0,1
10,5,12,1,0,0,2,3517,59.1,35.6,58.519,-0.73,0.0,0.0,1,0,0,1
11,5,12,1,0,0,2,3952,48.5,40.9,79.838,0.27,0.0,0.0,5,0,0,1
12,5,12,0,1,0,2,4297,52.2,41.3,80.771,1.27,0.0,0.0,1,0,0,1
13,5,12,0,1,0,2,4679,44.8,44.0,102.162,2.13,0.0,0.0,1,0,0,2
14,5,12,1,1,0,2,4538,46.0,43.1,96.553,2.73,0.0,0.0,1,0,0,2
15,5,12,1,1,0,2,4342,44.4,41.7,95.639,3.25,0.0,0.0,1,0,0,1
16,5,12,2,1,0,2,4775,40.7,47.8,114.508,3.72,0.0,0.0,1,0,0,2
17,5,12,2,2,0,2,5766,32.2,47.7,173.675,3.38,0.0,0.0,1,0,0,2
18,5,12,2,2,0,2,3964,44.5,38.2,87.121,2.38,0.0,0.0,1,0,0,1
19,5,12,0,2,0,2,3168,56.9,35.7,54.715,1.6,0.0,0.0,1,0,0,1
20,5,12,0,2,0,2,2631,63.7,35.8,40.665,0.38,0.0,0.0,1,0,0,1
21,5,12,0,3,0,2,2208,71.8,31.1,30.33,-0.13,0.0,0.0,1,0,0,0
22,5,12,0,3,0,2,1723,70.9,28.5,23.964,-1.31,0.0,0.0,1,0,0,0
23,5,12,0,3,0,2,1069,81.7,24.2,12.926,-1.66,0.0,0.0,1,0,0,0
0,0,2,0,3,0,2,645,77.4,22.3,8.227,-2.19,0.0,0.0,1,0,0,0
1,0,2,0,3,0,2,402,89.5,24.1,4.442,-2.13,0.0,0.0,1,0,0,0
2,0,2,0,3,0,2,324,84.1,21.5,3.807,-2.34,0.0,0.0,1,0,0,0
3,0,2,0,3,0,2,368,86.7,22.3,4.196,-2.57,0.0,0.0,1,0,0,0
4,0,2,0,3,0,2,869,82.5,22.9,10.407,-2.81,0.0,0.0,1,0,0,0
5,0,2,0,0,0,2,2703,63.6,35.1,41.842,-2.57,0.0,0.0,1,0,0,1
6,0,2,0,0,0,2,5717,32.5,51.0,170.657,-2.94,0.0,0.0,1,0,0,2
7,0,2,2,0,0,2,6643,19.8,51.4,319.375,-2.6,0.0,0.0,1,0,0,2
8,0,2,2,0,0,2,6255,24.8,49.5,242.442,-2.13,0.0,0.0,1,0,0,2
9,0,2,2,0,0,2,4943,43.6,43.0,110.83,-0.4,0.0,0.0,1,0,0,2
10,0,2,1,0,0,2,4447,43.7,44.3,99.485,1.93,0.0,0.0,1,0,0,1
11,0,2,1,0,0,2,4558,44.1,40.9,101.064,3.6,0.0,0.0,1,0,0,2
12,0,2,0,1,0,2,4627,39.3,42.4,114.814,5.27,0.0,0.0,1,0,0,2
13,0,2,0,1,0,2,4794,44.6,42.0,105.132,5.8,0.0,0.0,1,0,0,2
14,0,2,1,1,0,2,4930,36.7,48.0,130.769,6.67,0.0,0.0,1,0,0,2
15,0,2,1,1,0,2,5568,37.1,46.8,146.142,7.5,0.0,0.0,1,0,0,2
1,1,2,0,3,0,2,332,83.5,25.0,3.929,-1.33,0.0,0.0,0,0,0,0
2,1,2,0,3,0,2,266,90.4,21.3,2.91,-2.61,0.0,0.0,0,0,0,0
3,1,2,0,3,0,2,322,86.8,20.6,3.667,-2.61,0.0,0.0,0,0,0,0
4,1,2,0,3,0,2,831,80.0,25.8,10.259,-2.61,0.0,0.0,0,0,0,0
5,1,2,0,0,0,2,2746,67.3,33.7,40.205,-3.33,0.0,0.0,0,0,0,1
6,1,2,0,0,0,2,5774,32.1,51.7,174.441,-3.33,0.0,0.0,0,0,0,2
7,1,2,2,0,0,2,6355,25.4,51.3,240.72,-3.33,0.0,0.0,0,0,0,2
8,1,2,2,0,0,2,6003,32.7,49.1,178.131,-1.09,0.0,0.0,24,1,0,2
9,1,2,2,0,0,2,5153,34.0,44.9,147.229,0.02,0.0,0.0,0,0,0,2
10,1,2,1,0,0,2,4395,38.5,44.5,111.266,0.02,0.0,0.0,0,0,0,1
11,1,2,1,0,0,2,4650,47.0,43.8,96.875,4.2,0.0,0.0,8,0,0,2
12,1,2,0,1,0,2,4915,38.3,43.1,125.064,4.2,0.0,0.0,8,0,0,2
13,1,2,0,1,0,2,4811,44.5,41.2,105.736,4.2,0.0,0.0,8,0,0,2
14,1,2,1,1,0,2,5098,39.2,45.9,126.816,2.31,0.0,0.0,36,1,0,2
15,1,2,1,1,0,2,5892,27.6,47.6,206.014,2.31,0.0,0.0,36,1,0,2
16,1,2,2,1,0,2,6530,26.5,49.1,237.455,2.31,0.0,0.0,36,1,0,2
17,1,2,2,2,0,2,6093,27.8,52.6,211.562,-2.06,0.0,0.0,0,0,0,2
18,1,2,2,2,0,2,4734,39.4,41.2,117.178,-2.06,0.0,0.0,0,0,0,2
19,1,2,0,2,0,2,3376,53.1,33.3,62.403,-2.06,0.0,0.0,0,0,0,1
20,1,2,0,2,0,2,2715,57.7,33.3,46.252,-4.32,0.0,0.0,0,0,0,1
21,1,2,0,3,0,2,3111,60.1,35.0,50.917,-4.32,0.0,0.0,0,0,0,1
22,1,2,0,3,0,2,3604,51.2,36.3,69.042,-4.32,0.0,0.0,0,0,0,1
23,1,2,0,3,0,2,1296,76.9,26.9,16.637,-5.9,0.0,0.0,0,0,0,0
0,2,2,0,3,0,2,671,82.7,22.8,8.017,-5.9,0.0,0.0,0,0,0,0
1,2,2,0,3,0,2,368,83.5,26.2,4.355,-5.9,0.0,0.0,0,0,0,0
2,2,2,0,3,0,2,287,82.6,21.0,3.433,-7.72,0.0,0.0,0,0,0,0
3,2,2,0,3,0,2,335,94.3,19.1,3.515,-7.72,0.0,0.0,0,0,0,0
4,2,2,0,3,0,2,884,81.0,25.0,10.78,-7.72,0.0,0.0,0,0,0,0
5,2,2,0,0,0,2,2731,68.2,34.4,39.465,-9.36,0.0,0.0,0,0,0,1
6,2,2,0,0,0,2,5810,35.4,48.4,159.615,-9.36,0.0,0.0,0,0,0,2
7,2,2,2,0,0,2,6830,20.7,50.8,314.747,-9.36,0.0,0.0,0,0,0,2
8,2,2,2,0,0,2,6036,30.2,53.3,193.462,-8.25,0.0,0.0,8,0,0,2
9,2,2,2,0,0,2,5176,38.7,43.4,130.378,-8.25,0.0,0.0,8,0,0,2
10,2,2,1,0,0,2,4440,51.1,44.0,85.221,-7.96,0.0,0.0,0,0,0,1
11,2,2,1,0,0,2,4703,45.5,46.0,101.14,-2.6,0.0,0.0,0,0,0,2
12,2,2,0,1,0,2,4880,38.8,43.8,122.613,-2.6,0.0,0.0,0,0,0,2
13,2,2,0,1,0,2,4873,42.3,46.1,112.54,-2.6,0.0,0.0,0,0,0,2
14,2,2,1,1,0,2,5206,40.4,48.0,125.749,0.79,0.0,0.0,0,0,0,2
15,2,2,1,1,0,2,5605,30.4,45.9,178.503,0.79,0.0,0.0,0,0,0,2
16,2,2,2,1,0,2,6601,25.5,55.9,249.094,0.79,0.0,0.0,0,0,0,2
17,2,2,2,2,0,2,6093,33.1,51.1,178.68,-1.81,0.0,0.0,8,0,0,2
18,2,2,2,2,0,2,4844,39.0,39.9,121.1,-1.81,0.0,0.0,8,0,0,2
19,2,2,0,2,0,2,3502,52.8,37.9,65.093,-1.81,0.0,0.0,8,0,0,1
20,2,2,0,2,0,2,2844,65.0,33.1,43.091,-5.38,0.0,0.0,0,0,0,1
21,2,2,0,3,0,2,2727,61.7,34.5,43.493,-5.38,0.0,0.0,0,0,0,1
22,2,2,0,3,0,2,1722,69.8,27.3,24.322,-5.38,0.0,0.0,0,0,0,0
23,2,2,0,3,0,2,1050,82.1,24.0,12.635,-5.36,0.0,0.0,0,0,0,0
0,3,2,0,3,0,2,711,84.6,21.5,8.306,-5.36,0.0,0.0,0,0,0,0
1,3,2,0,3,0,2,504,85.2,23.0,5.847,-5.36,0.0,0.0,0,0,0,0
2,3,2,0,3,0,2,418,89.2,23.1,4.634,-5.11,0.0,0.0,8,0,0,0
3,3,2,0,3,0,2,468,88.9,22.3,5.206,-5.11,0.0,0.0,8,0,0,0
4,3,2,0,3,0,2,933,80.4,24.1,11.462,-5.11,0.0,0.0,8,0,0,0
5,3,2,0,0,0,2,2755,68.4,34.0,39.697,-4.77,0.0,0.0,24,1,0,1
6,3,2,0,0,0,2,5721,37.5,50.7,148.597,-4.77,0.0,0.0,24,1,0,2
7,3,2,2,0,0,2,6888,15.2,52.4,425.185,-4.77,0.0,0.0,24,1,0,2
8,3,2,2,0,0,2,6137,25.5,48.0,231.585,-2.68,0.0,0.0,20,1,0,2
9,3,2,2,0,0,2,5040,32.8,42.8,149.112,-2.68,0.0,0.0,20,1,0,2
10,3,2,1,0,0,2,4510,43.9,39.3,100.445,-2.68,0.0,0.0,20,1,0,2
11,3,2,1,0,0,2,4739,39.0,41.7,118.475,3.12,0.0,0.0,68,1,0,2
12,3,2,0,1,0,2,4864,38.9,46.6,121.905,3.12,0.0,0.0,68,1,0,2
13,3,2,0,1,0,2,5039,42.9,41.8,114.784,3.12,0.0,0.0,68,1,0,2
14,3,2,1,1,0,2,5365,31.1,46.3,167.134,6.41,0.0,0.0,76,1,0,2
15,3,2,1,1,0,2,5681,33.6,49.7,164.191,6.41,0.0,0.0,76,1,0,2
16,3,2,2,1,0,2,6564,24.7,52.8,255.409,6.41,0.0,0.0,76,1,0,2
17,3,2,2,2,0,2,6273,27.0,53.1,224.036,3.68,0.0,0.0,20,1,0,2
18,3,2,2,2,0,2,4663,43.8,42.2,104.085,3.68,0.0,0.0,20,1,0,2
19,3,2,0,2,0,2,3399,49.3,36.0,67.575,3.68,0.0,0.0,20,1,0,1
20,3,2,0,2,0,2,2934,58.2,33.9,49.561,0.62,0.0,0.0,12,1,0,1
21,3,2,0,3,0,2,3283,61.8,37.5,52.277,0.62,0.0,0.0,12,1,0,1
22,3,2,0,3,0,2,3751,48.9,44.2,75.17,0.62,0.0,0.0,12,1,0,1
23,3,2,0,3,0,2,1319,81.8,26.6,15.93,-0.56,0.0,0.0,0,0,0,0
0,4,2,0,3,0,2,692,78.9,23.0,8.661,-0.56,0.0,0.0,0,0,0,0
1,4,2,0,3,0,2,402,81.4,20.1,4.879,-0.56,0.0,0.0,0,0,0,0
2,4,2,0,3,0,2,325,83.9,25.1,3.828,-2.39,0.0,0.0,0,0,0,0
3,4,2,0,3,0,2,349,89.9,21.0,3.839,-2.39,0.0,0.0,0,0,0,0
4,4,2,0,3,0,2,828,80.1,22.9,10.21,-2.39,0.0,0.0,0,0,0,0
5,4,2,0,0,0,2,2577,65.3,32.5,38.869,-3.17,0.0,0.0,0,0,0,1
6,4,2,0,0,0,2,5465,35.6,51.0,149.317,-3.17,0.0,0.0,0,0,0,2
7,4,2,2,0,0,2,6370,26.1,50.7,235.055,-3.17,0.0,0.0,0,0,0,2
8,4,2,2,0,0,2,5960,34.2,49.7,169.318,2.0,0.0,0.0,0,0,0,2
9,4,2,2,0,0,2,5207,40.2,41.0,126.383,2.0,0.0,0.0,0,0,0,2
10,4,2,1,0,0,2,4841,38.2,46.2,123.495,3.26,0.0,0.0,0,0,0,2
11,4,2,1,0,0,2,5259,36.6,45.7,139.867,13.22,0.0,0.0,0,0,0,2
12,4,2,0,1,0,2,5385,41.4,48.7,127.005,13.22,0.0,0.0,0,0,0,2
13,4,2,0,1,0,2,5351,37.4,48.0,139.349,13.22,0.0,0.0,0,0,0,2
14,4,2,1,1,0,2,5474,30.7,47.7,172.681,15.42,0.0,0.0,0,0,0,2
15,4,2,1,1,0,2,5955,26.1,48.9,219.742,15.42,0.0,0.0,0,0,0,2
16,4,2,2,1,0,2,6571,27.0,53.0,234.679,15.42,0.0,0.0,0,0,0,2
17,4,2,2,2,0,2,5633,35.8,45.5,153.071,10.66,0.0,0.0,0,0,0,2
18,4,2,2,2,0,2,5000,37.2,45.4,130.89,10.66,0.0,0.0,0,0,0,2
19,4,2,0,2,0,2,3915,53.1,40.7,72.366,10.66,0.0,0.0,0,0,0,1
20,4,2,0,2,0,2,3199,62.8,36.2,50.141,6.36,0.0,0.0,8,0,0,1
21,4,2,0,3,0,2,3124,63.1,35.7,48.736,6.36,0.0,0.0,8,0,0,1
22,4,2,0,3,0,2,2576,69.1,31.7,36.748,6.36,0.0,0.0,8,0,0,1
23,4,2,0,3,0,2,1813,73.5,28.7,24.336,3.46,0.0,0.0,0,0,0,0
0,5,2,0,3,0,2,1230,77.2,24.0,15.729,3.46,0.0,0.0,0,0,0,0
1,5,2,0,3,0,2,749,81.3,22.7,9.101,3.46,0.0,0.0,0,0,0,0
2,5,2,0,3,0,2,610,83.8,27.2,7.193,1.52,0.0,0.0,0,0,0,0
3,5,2,0,3,0,2,369,83.7,22.0,4.357,1.52,0.0,0.0,0,0,0,0
4,5,2,0,3,0,2,380,85.1,22.9,4.413,1.52,0.0,0.0,0,0,0,0
5,5,2,0,0,0,2,608,87.7,23.0,6.855,-0.21,0.0,0.0,0,0,0,0
6,5,2,0,0,0,2,1179,73.4,26.0,15.847,-0.21,0.0,0.0,0,0,0,0
7,5,2,2,0,0,2,1952,65.9,30.0,29.178,-0.21,0.0,0.0,0,0,0,0
8,5,2,2,0,0,2,3050,62.0,34.8,48.413,1.79,0.0,0.0,0,0,0,1
9,5,2,2,0,0,2,3754,51.4,40.0,71.641,1.79,0.0,0.0,0,0,0,1
10,5,2,1,0,0,2,4329,40.9,40.2,103.317,3.13,0.0,0.0,24,1,0,1
11,5,2,1,0,0,2,4663,43.2,40.3,105.498,10.34,0.0,0.0,8,0,0,2
12,5,2,0,1,0,2,5114,38.2,46.0,130.459,10.34,0.0,0.0,8,0,0,2
13,5,2,0,1,0,2,5114,37.6,47.8,132.487,10.34,0.0,0.0,8,0,0,2
14,5,2,1,1,0,2,5255,39.5,45.0,129.753,13.62,0.0,0.0,0,0,0,2
15,5,2,1,1,0,2,4719,38.8,45.2,118.568,13.62,0.0,0.0,0,0,0,2
16,5,2,2,1,0,2,4912,40.9,45.9,117.232,13.62,0.0,0.0,0,0,0,2
17,5,2,2,2,0,2,4871,40.7,47.5,116.811,9.08,0.0,0.0,32,1,0,2
18,5,2,2,2,0,2,4525,44.9,46.4,98.584,9.08,0.0,0.0,32,1,0,2
19,5,2,0,2,0,2,3742,47.4,39.9,77.314,9.08,0.0,0.0,32,1,0,1
20,5,2,0,2,0,2,2887,59.6,34.2,47.64,3.1,0.0,0.0,20,1,0,1
21,5,2,0,3,0,2,3219,57.9,32.9,54.652,3.1,0.0,0.0,20,1,0,1
22,5,2,0,3,0,2,4272,48.9,43.3,85.611,3.1,0.0,0.0,20,1,0,1
23,5,2,0,3,0,2,2177,73.8,33.1,29.104,1.02,0.0,0.0,8,0,0,0
0,6,2,0,3,0,2,1587,76.5,27.4,20.477,1.02,0.0,0.0,8,0,0,0
1,6,2,0,3,0,2,952,81.9,25.5,11.484,1.02,0.0,0.0,8,0,0,0
2,6,2,0,3,0,2,814,85.7,22.0,9.389,-0.85,0.0,0.0,12,1,0,0
3,6,2,0,3,0,2,453,84.6,21.1,5.292,-0.85,0.0,0.0,12,1,0,0
4,6,2,0,3,0,2,402,90.6,19.4,4.389,-0.85,0.0,0.0,12,1,0,0
5,6,2,0,0,0,2,566,87.7,23.4,6.381,-1.01,0.0,0.0,36,1,0,0
6,6,2,0,0,0,2,983,78.8,24.1,12.318,-1.01,0.0,0.0,36,1,0,0
7,6,2,2,0,0,2,1293,82.8,29.0,15.43,-1.01,0.0,0.0,36,1,0,0
8,6,2,2,0,0,2,2001,71.3,30.5,27.676,4.52,0.0,0.0,64,1,0,0
9,6,2,2,0,0,2,2925,67.3,35.3,42.826,4.52,0.0,0.0,64,1,0,1
10,6,2,1,0,0,2,3722,53.7,38.6,68.044,4.52,0.0,0.0,64,1,0,1
11,6,2,1,0,0,2,4179,46.5,44.1,87.979,13.57,0.0,0.0,20,1,0,1
12,6,2,0,1,0,2,4608,41.6,45.9,108.169,13.57,0.0,0.0,20,1,0,2
13,6,2,0,1,0,2,4821,40.7,43.8,115.612,13.57,0.0,0.0,20,1,0,2
14,6,2,1,1,0,2,4813,40.2,44.7,116.82,14.72,0.0,0.0,68,1,0,2
15,6,2,1,1,0,2,4808,45.7,46.9,102.955,14.72,0.0,0.0,68,1,0,2
16,6,2,2,1,0,2,5012,39.8,42.7,122.843,14.72,0.0,0.0,68,1,0,2
17,6,2,2,2,0,2,4566,39.5,43.4,112.741,13.12,0.0,0.0,88,1,0,2
18,6,2,2,2,0,2,3843,52.2,38.5,72.237,13.12,0.0,0.0,88,1,0,1
19,6,2,0,2,0,2,3109,59.3,38.5,51.559,13.12,0.0,0.0,88,1,0,1
20,6,2,0,2,0,2,2516,63.4,33.6,39.068,12.06,0.0,0.0,48,1,0,1
21,6,2,0,3,0,2,2263,68.2,27.8,32.702,12.06,0.0,0.0,48,1,0,0
22,6,2,0,3,0,2,1580,74.1,27.1,21.039,12.06,0.0,0.0,48,1,0,0
23,6,2,0,3,0,2,1030,81.6,28.0,12.47,11.91,0.0,0.0,68,1,0,0
0,0,2,0,3,0,2,629,85.4,24.9,7.28,11.91,0.0,0.0,68,1,0,0
1,0,2,0,3,0,2,377,87.3,19.8,4.27,11.91,0.0,0.0,68,1,0,0
2,0,2,0,3,0,2,298,83.1,19.5,3.543,11.97,0.0,0.0,64,1,0,0
3,0,2,0,3,0,2,303,93.3,21.7,3.213,11.97,0.0,0.0,64,1,0,0
4,0,2,0,3,0,2,737,78.0,23.6,9.329,11.97,0.0,0.0,64,1,0,0
5,0,2,0,0,0,2,2395,65.7,31.5,35.907,12.27,0.0,0.0,68,1,0,0
6,0,2,0,0,0,2,4705,39.7,42.7,115.602,12.27,0.0,0.0,68,1,0,2
7,0,2,2,0,0,2,4948,41.7,43.6,115.878,12.27,0.0,0.0,68,1,0,2
8,0,2,2,0,0,2,4929,41.1,49.2,117.078,13.68,0.0,0.0,88,1,0,2
9,0,2,2,0,0,2,4356,45.9,41.0,92.878,13.68,0.0,0.0,88,1,0,1
10,0,2,1,0,0,2,4016,54.4,38.8,72.491,13.25,0.0,0.0,88,1,0,1
11,0,2,1,0,0,2,4365,49.7,42.8,86.095,13.68,0.0,0.0,92,2,1,1
12,0,2,0,1,0,2,4313,45.9,41.4,91.962,13.68,0.0,0.0,92,2,1,1
13,0,2,0,1,0,2,4294,49.5,39.6,85.03,13.68,0.0,0.0,92,2,1,1
14,0,2,1,1,0,2,4411,50.6,41.6,85.484,13.41,0.0,0.0,92,2,1,1
15,0,2,1,1,0,2,4567,47.6,42.7,93.971,13.41,0.0,0.0,92,2,1,2
16,0,2,2,1,0,2,5107,38.5,46.4,129.291,13.41,0.0,0.0,92,2,1,2
17,0,2,2,2,0,2,4930,35.9,45.3,133.604,13.4,0.0,0.0,92,2,1,2
18,0,2,2,2,0,2,3779,53.2,36.9,69.723,13.4,0.0,0.0,92,2,1,1
19,0,2,0,2,0,2,2804,64.0,35.2,43.138,13.4,0.0,0.0,92,2,1,1
20,0,2,0,2,0,2,2367,64.0,33.6,36.415,9.32,0.0,0.0,68,2,1,0
21,0,2,0,3,0,2,2245,67.6,29.1,32.726,9.32,0.0,0.0,68,2,1,0
22,0,2,0,3,0,2,2474,65.0,30.8,37.485,9.32,0.0,0.0,68,2,1,0
23,0,2,0,3,0,2,1133,82.8,25.3,13.52,5.27,0.0,0.0,0,0,0,0
0,1,2,0,3,0,2,619,89.4,23.5,6.847,5.27,0.0,0.0,0,0,0,0
1,1,2,0,3,0,2,372,89.8,22.4,4.097,5.27,0.0,0.0,0,0,0,0
2,1,2,0,3,0,2,358,86.2,21.7,4.106,2.22,0.0,0.0,0,0,0,0
9,1,2,2,0,0,2,5252,40.9,43.4,125.346,0.69,0.0,0.0,1,4,1,2
9,1,2,2,0,0,2,5252,39.4,48.3,130.0,0.69,0.0,0.0,1,4,1,2
9,1,2,2,0,0,2,5252,37.3,44.3,137.128,0.69,0.0,0.0,1,3,1,2
10,1,2,1,0,0,2,3830,58.0,41.9,64.915,2.14,0.0,0.0,40,4,1,1
10,1,2,1,0,0,2,3830,49.5,41.5,75.842,2.14,0.0,0.0,40,4,1,1
11,1,2,1,0,0,2,4621,45.6,40.9,99.163,4.49,0.0,0.0,40,4,1,2
11,1,2,1,0,0,2,4621,46.3,43.8,97.696,4.49,0.0,0.0,40,4,1,2
12,1,2,0,1,0,2,4938,39.8,47.4,121.029,7.43,0.0,0.0,1,4,1,2
13,1,2,0,1,0,2,4694,44.7,44.6,102.713,11.52,0.0,0.0,40,1,0,2
14,1,2,1,1,0,2,5186,41.0,42.5,123.476,13.57,0.0,0.0,1,0,0,2
15,1,2,1,1,0,2,5729,33.4,48.6,166.541,15.36,0.0,0.0,75,1,0,2
16,1,2,2,1,0,2,6960,21.8,56.5,305.263,15.71,0.0,0.0,75,1,0,2
17,1,2,2,2,0,2,6301,27.3,54.9,222.65,15.08,0.0,0.0,75,1,0,2
18,1,2,2,2,0,2,4569,46.7,42.6,95.786,14.01,0.0,0.0,75,1,0,2
19,1,2,0,2,0,2,3310,56.2,33.2,57.867,11.94,0.0,0.0,75,1,0,1
20,1,2,0,2,0,2,2828,60.8,38.5,45.761,10.61,0.0,0.0,1,0,0,1
21,1,2,0,3,0,2,3436,55.7,36.9,60.6,9.47,0.0,0.0,20,1,0,1
22,1,2,0,3,0,2,3237,61.2,39.1,52.042,8.28,0.0,0.0,1,0,0,1
23,1,2,0,3,0,2,1169,73.1,25.3,15.776,6.51,0.0,0.0,1,4,1,0
0,2,2,0,3,0,2,625,81.0,24.2,7.622,5.65,0.0,0.0,1,4,1,0
1,2,2,0,3,0,2,379,93.0,20.5,4.032,4.81,0.0,0.0,1,4,1,0
1,2,2,0,3,0,2,379,87.0,20.6,4.307,4.81,0.0,0.0,1,4,1,0
